Date,inflation,core,food_inf,food,X0121,X0122,X0211,X0212,X0220,X0230,X0311,X0312,X0314,X0321,X0322,X0411,X0441,X0442,X0451,X0452,X0453,X0454,X0511,X0512,X0513,X0520,X0531,X0533,X0540,X0561,X0562,X0611,X0621,X0622,X0623,X0630,X0711,X0712,X0713,X0721,X0722,X0723,X0724,X0732,X0733,X0734,X0810,X0820,X0831,X0911,X0912,X0922,X0941,X0943,X1011,X1111,X1112,X1211,X1213,X1231,X1251,X1271,X1700,COP,PMS,BDC,MPR,CCPS
3/1/2017,17.25554443,15.4044879,18.43609679,230.8,189.77,169.66,207.87,188.91,168.78,195.63,217.77,224.76,221.71,204.78,154.24,201.33,152.49,182.31,537.78,186.64,233.91,227.18,220.59,177.38,182.17,194.89,182.96,173.02,204.11,191.61,162.08,178.43,202.74,176.63,193.55,178.77,143.05,162.42,159.28,205.98,242.86,196.87,168.02,239.81,156.27,138,144.68,113.55,150.61,170.71,146.2,164.54,157.79,157.9,201.17,159.71,177.36,196.02,153.81,196.99,144.58,204.28,222.58,52.13,145,429.4782609,14,15253690.31
4/1/2017,17.24441882,14.75027388,19.30307094,235.5,194.23,171.6,211.42,191.81,169.86,196.98,222.14,228.03,224.04,207.5,155.51,203.09,153.79,184.13,538.09,188.66,237.13,230.29,223.04,179.23,183.87,197.13,184.68,174.65,206.2,194.39,163.83,180.41,204.89,178.18,195.48,180.41,144.04,164.85,161.75,208.5,245.54,198.52,170.05,242.54,158.07,139.14,145.23,113.61,151.07,173.3,147.7,166.23,158.64,159.22,203.34,161.98,178.8,198.58,155.49,199.67,145.16,207.64,224.55,52.94,145,392.8888889,14,14961511.87
5/1/2017,16.2513839,13.01643178,19.26616711,241.47,197.79,174.73,216.59,194.3,170.95,198.49,226.39,231.93,227.06,210.56,156.75,204.64,154.9,185.13,538.41,190.96,240.35,234.7,225.24,181.26,185.76,199.41,186.68,176.37,208.66,197.01,165.64,182.67,207.1,180.09,197.4,182.04,145.7,167.19,164.48,211,248.77,200.5,171.79,245.3,160.02,140.31,145.82,113.73,151.86,175.73,149.15,167.95,159.43,160.13,205.52,164.23,180.72,200.52,157.18,202.35,145.86,210.81,227.51,50.57,145,384.4761905,14,14931070.83
6/1/2017,16.09839758,12.45503915,19.91472993,246.29,202.63,177.28,219.69,197.74,171.95,199.37,230.32,235.68,229.89,213.77,157.75,205.87,155.61,186.04,538.75,194.07,243.03,238.76,229.91,183.12,187.24,202.9,189.15,178.93,211.75,199.56,167.3,185.16,209.84,181.97,199.6,183.05,147.49,169.48,166.08,213.37,251.91,202.58,173.49,248.41,162.22,141.34,146.41,113.9,152.26,176.9,150.57,169.63,160.3,160.88,207.99,165.85,182.83,202.49,158.83,204.97,146.56,213.75,231.03,47.42,145,366.25,14,14962700.42
7/1/2017,16.05290961,12.20661382,20.28365738,250.03,205.85,179.78,222.03,201.25,173.19,200.34,233.34,238.8,232.34,216.07,158.26,207.19,155.92,187.25,539.29,194.85,244.14,240.85,233.99,184.98,189.6,205.89,191.09,180.18,215.17,202.05,169.24,187.6,213.45,183.12,202.3,184.36,148.83,170.79,167.69,215.76,254.46,204.61,175.18,250.09,164.02,141.72,147.11,114.1,152.4,177.98,152,170.22,161.17,161.89,209.57,166.77,185.56,204.4,160.23,206.23,147.18,215.56,233.58,49.01,145,365.3809524,14,15136591.56
8/1/2017,16.0115016,12.29563165,20.2508873,252.89,207.86,181.5,224.39,203.33,173.86,201.42,236.2,241.94,234.1,218.11,159.11,208.42,156.47,187.94,539.92,195.66,245.29,242.55,237.16,186.91,190.77,207.61,192.97,181.32,218.25,204.49,170.59,189.71,215.2,184.18,204.03,185.8,150.17,172.33,169.32,218.56,256.69,206.93,176.89,251.69,165.82,142.28,147.79,114.28,152.59,178.95,153.05,170.9,161.75,162.58,210.98,167.65,187.23,205.93,161.51,207.51,147.77,217.71,236.6,51.64,145,365.5652174,14,14801462.51
9/1/2017,15.9790003,12.12343053,20.32071801,255.08,209.72,183.11,226.73,204.55,174.54,202.47,238.48,244.44,235.93,220.23,160.05,209.67,157.34,188.6,540.29,196.47,246.48,244.38,238.81,188.62,191.75,209.4,194.73,182.42,220.06,206.92,171.87,190.53,216.97,185.37,205.84,187.28,151.29,173.49,170.76,221.15,258.7,209.32,178.58,253.38,167.16,142.84,148.48,114.46,152.78,180,154.15,171.55,162.2,163.31,212.27,168.32,188.47,207.47,162.97,208.75,148.4,219.5,239.65,56.79,145,365.5526316,14,14799132.65
10/1/2017,15.90523616,12.14154642,20.3061686,257.24,211.7,184.58,228.69,205.85,175.4,203.55,240.67,246.68,237.33,222.26,160.86,210.86,158.31,189.21,540.52,197.61,247.77,246.11,240.53,190.39,192.82,211.19,196.24,183.45,221.91,208.81,173.21,191.52,218.62,186.58,207.37,188.8,152.48,174.94,172.22,223.51,261,211.57,180.25,255.03,168.54,143.47,149.08,114.65,153,181.02,155.25,171.62,162.91,163.99,213.86,169.06,189.73,208.85,164.2,210.07,149.03,221.29,242.76,58.46,145,362.2142857,14,14719770.73
11/1/2017,15.9013876,12.20613017,20.30813099,259.5,213.58,185.96,230.58,207.32,176.32,204.54,242.69,248.87,238.79,224.23,161.74,212.11,159.23,190.07,540.78,198.7,249.19,247.91,242.31,192.04,193.92,212.87,197.75,184.66,223.76,210.61,174.44,192.55,220.36,187.81,208.94,190.31,153.45,176.42,173.66,225.78,263.32,213.76,181.93,256.66,170.08,144.14,149.74,114.82,154.2,181.93,156.07,171.69,163.38,164.78,215.46,169.81,191.01,210.22,165.4,211.38,149.71,223.26,245.78,63.56,145,362.4090909,14,14455354.38
12/1/2017,15.37161259,12.08895983,19.41519189,261.01,215.24,187.25,231.92,208.47,177.31,205.73,244.12,250.46,240.33,225.78,162.51,212.99,160.08,190.98,541.18,200,250.72,249.52,243.89,193.7,195.1,214.14,199.35,185.95,225.42,211.98,175.71,193.61,221.94,189.15,210.33,191.91,154.44,177.93,174.99,228,266.75,215.36,182.82,258.54,171.18,145.09,150.52,114.98,155.41,182.92,157.09,171.76,163.98,165.6,216.94,170.78,192.39,211.76,166.63,212.77,150.42,225.22,248.53,65.11,145,362.8333333,14,14766885.85
1/1/2018,15.12674236,12.0904105,18.91908428,263.29,217.07,188.65,233.55,209.84,178.32,207.29,245.57,252.39,242.01,227.46,163.54,214.45,160.97,192.22,541.78,201.37,252.68,251.2,245.63,195.24,196.44,215.91,200.9,187.39,227.39,213.61,177.03,194.78,223.58,190.55,211.86,193.58,155.47,179.45,176.41,230.28,270.38,217.27,184.04,260.65,172.53,146.16,151.4,115.41,156.4,184.11,158.24,171.96,165.02,166.55,218.69,171.89,194.13,213.54,168.09,214.39,151.25,227.21,251.54,69.68,145,363.2045455,14,14495729.19
2/1/2018,14.32961336,11.7072937,17.58758649,265.52,218.96,190.23,235.26,211.34,179.7,209.07,247.29,254.44,244.04,229.16,164.78,216.04,161.95,193.59,542.5,202.76,254.7,252.9,247.3,196.8,197.87,217.64,202.49,188.84,229.28,215.37,178.5,196.16,225.38,192.07,213.46,195.19,156.49,180.75,177.68,232.2,273.66,219.25,185.22,262.69,173.97,147.33,152.2,115.84,157.65,185.34,159.33,172.47,166.04,167.56,220.3,173.01,195.71,215.28,169.46,216.06,152.11,229.08,254.73,66.67,145,362.475,14,14701739.34
3/1/2018,13.33717628,11.18107075,16.07960145,267.91,220.93,191.75,236.94,212.96,181.11,210.75,249.1,256.5,246.08,231.12,165.96,217.94,163.14,194.92,543.34,204.21,256.81,254.78,249.03,198.25,199.29,219.2,204.13,190.26,230.9,217.12,179.92,197.75,227.16,193.53,215.25,196.74,157.52,182.08,178.95,234.3,276.2,221.08,186.42,264.95,175.36,148.49,153.09,116.38,158.52,186.69,160.43,173.19,167.14,168.6,222.11,174.29,197.34,217.11,170.81,217.63,153.05,230.84,257.85,66.94,145,362.0714286,14,14353059.14
4/1/2018,12.48233943,10.92018316,14.79912608,270.35,222.84,193.26,238.76,214.56,182.49,212.43,251.14,258.65,248.07,232.79,167.12,219.56,164.25,196.23,544.31,205.67,258.74,256.62,250.8,199.82,200.71,220.75,205.79,191.72,232.53,218.84,181.47,199.5,229.01,195.09,217.19,198.33,158.58,183.49,180.25,236.46,278.76,222.9,187.71,267.17,176.82,149.59,154.03,116.93,159.43,188.17,161.54,173.94,168.29,169.59,223.9,175.49,198.87,219.1,172.13,219.15,153.93,232.7,260.85,72.37,145,362.25,14,14044558.09
5/1/2018,11.60783771,10.71022676,13.44781134,273.94,224.79,195.17,240.63,216.27,183.83,214.13,253.21,260.9,250.26,234.43,168.32,221.66,165.56,197.69,545.2,207.3,260.78,258.62,252.8,201.39,202.36,222.62,207.49,193.27,234.36,220.65,183.13,201.32,231.07,196.77,219.15,200.07,160.04,184.98,181.58,238.67,281.31,224.85,189.16,269.56,178.38,150.67,155.01,117.5,160.43,189.76,162.74,174.76,169.55,170.67,225.95,176.83,200.51,221.18,173.46,220.8,154.92,234.68,264.04,77.7,145,362.8571429,14,14057112.53
6/1/2018,11.23080676,10.38661113,12.97650393,278.25,226.87,197.21,242.73,218.13,185.59,216.07,255.51,263.21,252.57,236.46,169.65,223.83,167.04,199.24,546.22,209.03,262.84,260.79,254.83,203.11,204.11,224.54,209.21,194.94,236.3,222.53,184.96,203.19,233.16,198.59,221.17,201.92,161.51,186.51,183.02,240.93,283.85,226.91,190.89,272.01,180.01,151.78,156.07,118.07,161.43,191.38,164.06,175.64,170.86,171.85,228.22,178.25,202.25,223.23,174.81,222.54,155.95,236.76,267.26,75.38,145,360.6578947,14,14121088.35
7/1/2018,11.14183148,10.18304364,12.84998487,282.16,228.93,199.33,244.62,220.04,187.25,217.94,257.76,265.27,254.86,238.34,170.91,225.76,168.53,200.91,547.25,210.67,264.92,262.92,256.87,204.92,205.88,226.27,210.91,196.54,238.25,224.46,186.68,205.08,235.55,200.41,223.22,203.76,163,187.92,184.52,243.26,286.47,228.97,192.59,274.4,181.65,152.93,157.18,118.66,162.39,192.97,165.29,176.54,172.27,173.05,230.29,179.69,203.99,225.31,176.23,224.31,156.96,238.71,269.13,74.72,145,359.3571429,14,14090556.39
8/1/2018,11.22743567,10.01526121,13.15833349,286.17,230.87,201.11,246.51,221.97,188.92,219.69,259.85,267.5,257.06,240.28,172.2,226.94,169.4,202.21,548.12,212.39,266.28,264.35,258.95,206.63,207.7,228.08,212.74,198.29,240.14,225.71,188.41,206.17,237.68,202.24,224.37,205.61,164.27,188.97,185.59,244.67,288.15,230.41,193.87,276.06,182.84,153.8,158.33,119.27,163.38,194.04,166.24,177.52,173.33,174.28,231.73,180.89,205.23,226.71,177.36,225.72,157.95,240.07,273.84,73.35,145,359,14,14281427.54
9/1/2018,11.28422082,9.837827049,13.30892388,289.03,232.62,202.78,248.25,223.34,190.64,221.44,261.93,269.69,259.31,242.25,173.53,228.25,170.39,203.33,549.05,214.06,267.88,265.8,261.29,208.51,209.26,229.91,214.57,199.99,242.04,227.27,190.05,207.32,239.8,204.1,225.69,207.46,165.5,190.38,186.72,246.28,289.88,231.87,194.99,277.86,184.13,154.74,159.44,119.86,164.48,195.13,167.22,178.36,174.47,175.27,233.34,182.18,206.51,228.13,178.56,227.21,158.92,241.41,277.19,79.59,147.3,359.25,14,14989866.00
10/1/2018,11.2593067,9.882493502,13.27745079,291.85,234.27,204.52,250.04,224.91,192.4,223.34,264.2,271.95,261.62,244.41,174.92,229.74,171.39,204.62,550.08,215.82,269.61,267.37,263.65,210.45,210.92,231.74,216.52,201.78,244.06,228.99,191.72,208.53,241.96,205.99,227.1,209.35,166.69,191.81,187.88,248.05,291.73,233.35,196.13,279.76,185.44,155.7,160.56,120.48,165.63,196.33,168.25,179.24,175.63,176.35,234.93,183.46,207.87,229.59,179.83,228.77,159.92,242.94,280.57,79.18,147.2,360.8125,14,14903360.27
11/1/2018,11.28068743,9.786540452,13.30132535,294.02,236.1,206.33,251.9,226.57,194.17,225.39,266.19,274.19,263.96,246.59,176.41,230.87,172.55,205.95,551.2,217.54,271.1,269.04,266.05,212.41,212.66,233.65,218.53,203.62,246.01,230.57,193.44,209.78,244.13,207.86,228.57,211.2,167.9,193.35,189.19,249.75,293.76,234.89,197.31,281.77,186.79,156.69,161.65,121.11,166.73,197.62,169.29,180.26,176.82,177.54,236.54,184.75,209.26,231.16,181.11,230.4,161.03,244.48,283.99,66.59,147.5,362.8214286,14,13833094.84
12/1/2018,11.44179324,9.770624509,13.55870254,296.4,238.03,208.17,253.73,228.27,195.75,227.25,268.13,276.48,266.1,248.14,177.68,232.3,173.49,207.41,552.36,219.28,272.63,270.49,268.01,214.02,214.03,235.41,220.33,205,247.97,232.21,195.16,211.06,246.14,209.67,230.13,212.86,169.12,194.84,190.48,251.74,295.85,236.44,198.61,283.72,188.08,157.61,162.64,121.74,167.88,198.95,170.35,181.61,178.08,178.68,238.21,186.06,210.7,232.81,182.37,231.98,162,246.17,287.45,62.02,145.8,363.4605263,14,13226994.92
1/1/2019,11.37408333,9.909950627,13.5052366,298.85,239.73,209.83,255.57,230.04,197.36,229.05,269.91,278.69,268.19,249.68,178.95,233.7,174.47,208.88,553.36,220.95,274.14,271.88,269.97,215.6,215.45,237.13,222.12,206.31,249.84,233.83,196.83,212.34,248.06,211.36,231.67,214.42,170.34,196.3,191.72,253.66,297.94,237.98,200.06,285.69,189.34,158.49,163.61,122.38,168.96,200.23,171.38,182.88,179.28,179.81,239.89,187.38,212.04,234.46,183.53,233.49,163,247.83,290.92,60.05,145.7,360.9431818,14,13832302.19
2/1/2019,11.30585291,9.799579823,13.47319606,301.3,241.37,211.44,257.42,231.83,198.94,230.78,271.7,280.82,270.24,251.2,180.33,235.24,175.45,210.3,554.46,222.57,275.56,273.26,271.88,217.14,216.95,238.9,223.82,207.58,251.65,235.37,198.34,213.61,249.83,212.98,233.15,215.96,171.58,197.76,192.93,255.5,299.92,239.52,201.52,287.59,190.58,159.37,164.55,123.05,170.02,201.46,172.42,184.03,180.36,180.96,241.55,188.67,213.39,236.06,184.7,235.01,163.97,249.45,294.48,64.89,145.3,359.7613636,14,14091248.28
3/1/2019,11.25114957,9.461097872,13.4510474,303.94,243.04,213.11,259.3,233.57,200.54,232.47,273.54,283.04,272.33,252.74,181.68,237.11,176.56,212.02,555.67,224.18,277.51,275.17,273.8,218.66,218.44,240.68,225.62,209.2,253.43,236.92,199.87,215.22,251.88,214.63,234.68,217.73,172.83,199.24,194.13,257.29,301.99,241.08,202.94,289.53,191.9,160.44,165.46,123.75,171.11,202.72,173.38,185.21,181.45,182.04,243.12,189.94,214.69,237.52,185.8,236.56,164.97,251.05,298.06,67.67,145,359.2380952,13.5,13790568.06
4/1/2019,11.37206804,9.280444334,13.70148468,307.4,244.76,214.82,261.36,235.38,202.19,234.35,275.45,285.28,274.61,254.7,183.06,239.22,177.68,213.61,557.02,225.82,279.5,277.08,275.67,220.26,219.96,242.52,227.44,210.87,255.45,238.59,201.46,216.85,254.09,216.24,236.34,219.65,174.09,200.79,195.38,259.39,304.02,242.7,204.38,291.53,193.26,161.46,166.38,124.45,172.26,204.05,174.42,186.32,182.59,183.16,244.76,191.23,216,239.03,186.97,238.18,165.98,252.8,301.76,73.08,145,359,13.5,13744947.70
5/1/2019,11.39640477,9.032822884,13.79414532,311.73,246.48,216.67,263.49,237.3,204.02,236.29,277.66,287.59,277.03,256.77,184.67,241.39,178.99,215.36,558.48,227.44,281.48,279.26,277.62,221.95,221.56,244.63,229.31,212.72,257.51,240.38,203.1,218.51,256.35,217.96,238.03,221.61,175.36,202.41,196.71,261.65,306.18,244.53,205.86,293.6,194.7,162.51,167.37,125.16,173.5,205.46,175.51,187.45,183.75,184.33,246.5,192.6,217.38,240.88,188.15,239.85,167.05,254.67,305.53,73.65,145,359.75,13.5,13912992.58
6/1/2019,11.2173159,8.841215667,13.55849053,315.97,248.28,218.49,265.62,239.16,205.71,238.05,279.92,289.92,279.46,258.8,186.3,243.44,180.27,217.08,559.76,229.1,283.28,281.24,279.64,223.69,223.12,246.65,231.24,214.56,259.55,242.04,204.74,220.14,258.63,219.64,239.73,223.57,176.58,204.01,198.06,263.83,308.41,246.34,207.36,295.7,196.16,163.55,168.4,125.85,174.7,206.79,176.66,188.58,184.97,185.58,248.35,193.97,218.74,242.83,189.37,241.32,168.21,256.5,309.35,66.74,145,359.9411765,13.5,13862772.67
7/1/2019,11.08445702,8.79816218,13.39152212,319.94,250.19,220.26,267.82,240.96,207.34,239.73,282.15,292.23,281.93,260.74,187.9,245.41,181.51,218.84,561.25,230.75,285.19,283.21,281.67,225.39,224.7,248.63,233.18,216.4,261.6,243.76,206.26,221.69,260.59,221.18,241.4,225.42,177.78,205.56,199.4,266,310.65,248.14,208.88,297.82,197.75,164.54,169.33,126.55,175.86,208.04,177.77,189.81,186.17,186.75,250.03,195.34,220.25,244.79,190.78,242.87,169.26,258.23,313.24,66.24,145,359.4347826,13.5,14234744.64
8/1/2019,11.01590941,8.678196915,13.17048204,323.85,251.9,221.96,270,242.78,208.96,241.36,284.38,294.46,284.41,262.63,189.4,247.27,182.72,220.52,562.59,232.32,287.08,285.12,283.57,227.08,226.34,250.38,235.08,218.2,263.73,245.45,207.72,223.27,262.61,222.78,243.12,227.3,179.03,207.17,200.81,268.11,312.95,249.97,210.49,299.99,199.35,165.58,170.28,127.24,177.1,209.37,178.89,190.95,187.44,187.93,251.71,196.73,221.68,246.73,192.18,244.4,170.31,259.87,317.16,61.05,145,359,13.5,14407540.64
9/1/2019,11.24375478,8.944963243,13.50688742,328.07,253.77,223.76,272.27,244.78,210.61,243.09,286.72,296.87,287,264.59,190.96,249.19,184.14,222.29,564.03,233.93,289.1,287.15,285.52,228.84,228.05,252.19,237.1,220.09,265.98,247.2,209.22,224.91,264.75,224.46,245.02,229.26,180.35,208.85,202.24,270.28,315.36,251.9,212.16,302.21,200.96,166.62,171.29,127.98,178.37,210.73,180.05,192.13,188.74,189.15,253.49,198.16,223.25,248.75,193.69,246.18,171.43,261.6,321.22,65.27,145,359,13.5,14505341.99
10/1/2019,11.6069814,8.876425477,14.08787215,332.44,255.67,225.62,274.6,246.82,212.27,244.86,289.08,299.41,289.66,266.63,192.55,251.13,185.58,224.11,565.51,235.61,291.16,289.25,287.54,230.63,229.81,254.07,239.19,222.01,268.29,248.99,210.75,226.61,266.93,226.22,247.03,231.28,181.69,210.56,203.71,272.52,317.82,253.91,213.9,304.5,202.63,167.72,172.36,128.71,179.69,212.16,181.27,193.38,190.09,190.39,255.34,199.64,224.82,250.84,195.25,248.02,172.58,263.39,325.3,59.1,145,359,13.5,14741778.75
11/1/2019,11.85351776,8.993383188,14.48199159,336.6,257.69,227.53,277,248.73,213.95,246.66,291.51,302,292.36,268.9,194.2,252.77,187.02,225.95,567.03,237.27,293.31,291.49,289.61,232.43,231.65,255.97,241.3,223.83,270.64,250.88,212.33,228.48,269.16,228.04,249.09,233.39,183.13,212.31,205.24,274.89,320.37,256,215.56,306.88,204.34,169,173.41,129.44,181.13,213.66,182.59,194.65,191.47,191.66,257.22,201.16,226.44,253.1,196.87,249.96,173.8,265.28,329.39,63.563375,145,359,13.5,15068296.67
12/1/2019,11.98156929,9.33068412,14.66676058,339.88,259.81,229.25,279.1,250.79,215.68,248.51,294,304.65,294.87,271.24,195.9,253.84,188.51,227.83,568.52,238.61,295.37,293.64,291.74,234.3,233.52,257.93,243.23,225.6,272.97,252.86,213.99,230.39,271.4,229.9,251.2,235.54,184.44,213.95,206.85,277.32,322.72,258.11,217.25,309.34,206.14,170.03,174.51,130.25,182.34,215.23,183.94,195.93,192.95,193,259.19,202.82,228.08,255.42,198.58,251.94,175.02,267.25,333.55,68.56152778,145,360.25,13.5,16249769.50
1/1/2020,12.13230577,9.348792271,14.84934904,343.23,262.01,231,281.27,252.88,217.44,250.54,296.56,307.32,297.51,273.69,197.64,255.21,190.07,229.74,570.06,239.98,297.46,295.79,293.96,236.2,235.46,259.99,245.21,227.44,275.43,254.88,215.69,232.35,273.73,231.81,253.37,237.72,185.81,215.66,208.5,279.84,325.12,260.23,219.04,311.85,207.95,171.21,175.63,131.06,183.62,216.85,185.35,197.25,194.44,194.41,261.17,204.52,229.83,257.71,200.29,253.96,176.26,269.33,337.76,66.69,145,361,13.5,16199968.20
2/1/2020,12.19853348,9.43403471,14.9044201,346.2,264.17,232.83,283.43,254.87,219.22,252.54,298.77,309.61,299.86,275.85,199.19,256.53,191.64,231.62,571.6,241.53,299.42,297.82,296.24,238.15,237.44,262.1,247.25,229.31,277.63,257.06,217.42,234.36,275.78,233.74,255.28,239.69,187.23,217.42,210.17,282.17,327.58,262.41,220.82,314.05,209.71,172.43,176.61,131.89,184.96,218.51,186.79,198.47,195.89,195.85,263.12,206.28,231.65,259.82,201.67,256.01,177.53,271.47,342.02,58.45,145,359,13.5,16292099.54
3/1/2020,12.2573248,9.731876862,14.97665003,349.46,266.28,234.69,285.56,256.94,221.1,254.58,301.03,312.1,302.2,278.05,200.68,258.12,193.22,233.49,573.1,243.17,301.49,300,298.62,240.06,239.3,264.27,249.29,231.13,279.82,259.09,219.22,236.31,277.94,235.64,257.31,241.62,188.66,219.19,211.86,284.41,330,264.58,222.58,316.3,211.55,173.77,177.6,132.79,186.31,220.06,188.19,199.72,197.26,197.26,265.06,207.98,233.44,261.88,203.08,258.02,178.82,273.59,346.35,32.29,145,376.8863636,13.5,17252264.49
4/1/2020,12.34146493,9.97913901,15.02643771,353.59,268.54,236.68,287.96,259.11,223.05,256.74,303.73,314.74,304.76,280.57,202.31,260.06,194.95,235.55,574.67,245.15,303.84,302.45,301.1,241.98,241.26,266.66,251.7,233.07,282.34,261.23,221.11,238.77,280.7,237.78,260.15,244.16,190.69,221.33,214.34,286.88,332.58,266.84,224.41,319.89,211.54,175.69,178.89,133.69,187.68,221.69,189.67,201.08,198.73,198.68,267.17,209.72,235.44,264.15,204.64,260.12,180.2,275.92,350.76,14.28,130,420.15,13.5,17401920.78
5/1/2020,12.40424879,10.1197199,15.03557372,358.6,271.02,238.81,290.37,261.3,224.95,258.89,306.42,317.42,307.37,283.06,203.91,262.12,196.53,237.66,576.25,247.23,306.57,304.9,303.69,244.08,244.04,269.02,253.92,234.95,284.81,263.26,223.06,241.66,284.08,239.91,262.81,246.94,192.85,223.65,216.65,289.77,335.49,269.7,226.58,323.55,211.54,177.57,180.29,134.6,189.16,223.66,191.28,202.42,200.3,200.35,269.32,211.45,237.38,266.84,206.26,262.22,181.49,278.25,355.21,27.9,130,443.8888889,13.5,17574547.20
6/1/2020,12.55871969,10.12766911,15.17536397,363.93,273.7,241.01,292.91,263.68,226.92,261.2,309.18,320.18,310.15,285.82,205.68,264.27,198.17,239.98,577.89,249.43,309.32,307.44,306.44,246.2,246.72,271.48,256.27,236.9,287.32,265.37,224.95,244.54,287.59,242.26,265.7,249.9,195.1,226.01,218.98,292.83,338.52,272.64,228.87,327.16,211.54,179.35,181.79,135.54,190.76,225.65,192.98,203.83,201.87,202.06,271.48,213.2,239.34,269.52,207.97,264.33,182.79,280.6,359.8,40.3,130,447.7142857,12.5,17624231.40
7/1/2020,12.82071751,10.10187072,15.48176778,369.47,276.53,243.25,295.55,266.08,228.9,263.57,311.97,323.06,313.01,288.61,207.5,266.46,199.83,242.36,579.54,251.63,312.22,310.02,309.41,248.36,249.43,273.99,258.66,238.91,289.92,267.53,226.86,247.47,291.14,244.69,268.69,252.91,197.37,228.43,221.35,296.11,341.68,275.74,231.17,330.94,214.14,181.17,183.31,136.48,192.37,227.69,194.71,205.24,203.48,203.8,273.67,215,241.41,272.29,209.69,266.5,184.11,282.98,364.47,44.6,143.8,464.7142857,12.5,18222383.19
8/1/2020,13.21951352,10.52069917,15.99631279,375.66,279.44,245.54,298.27,268.6,230.94,266.02,314.87,326.11,316,291.57,209.39,268.74,201.6,245.09,581.24,253.88,315.15,312.67,312.73,250.61,252.25,276.53,261.08,240.95,292.61,269.88,228.89,250.3,294.76,247.24,271.68,256.06,199.72,230.93,223.77,299.51,345,279.04,233.56,334.8,216.93,183.01,184.89,137.51,193.99,229.77,196.5,206.68,205.14,205.62,275.94,216.92,243.49,275.13,211.49,268.69,185.64,285.39,369.25,45.08,148,473.48 ,12.5,18325723.40
